 Input File ,   id   ,    Differences (COLUMN_NAME)    ,past_due_31_90,past_due_1_30,past_due_91_plus

 INPUT-1 ,2020136,798 (past_due_1_30),0,798,0
 INPUT-2 ,2020136,0 (past_due_1_30),0,0,0

 INPUT-1 ,2020147,868 (past_due_1_30),0,868,0
 INPUT-2 ,2020147,723.3 (past_due_1_30),0,723.3,0

 INPUT-1 ,2020150,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2020150,ENTRY PRESENT,0,0,0


 INPUT-1 ,2020468,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2020468,ENTRY PRESENT,0,0,0

 INPUT-1 ,2020520,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2020520,ENTRY PRESENT,0,0,0



 INPUT-1 ,2020769,1158 (past_due_1_30),0,1158,0
 INPUT-2 ,2020769,0 (past_due_1_30),0,0,0

 INPUT-1 ,2021021,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021021,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021084,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021084,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021241,1633 (past_due_1_30),0,1633,0
 INPUT-2 ,2021241,0 (past_due_1_30),0,0,0

 INPUT-1 ,2021269,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021269,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021364,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021364,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021370,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021370,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021428,827 (past_due_1_30),0,827,0
 INPUT-2 ,2021428,0 (past_due_1_30),0,0,0

 INPUT-1 ,2021534,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021534,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021553,573 (past_due_1_30),0,573,0
 INPUT-2 ,2021553,0 (past_due_1_30),0,0,0

 INPUT-1 ,2021563,1329 (past_due_1_30),0,1329,0
 INPUT-2 ,2021563,0 (past_due_1_30),0,0,0

 INPUT-1 ,2021587,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021587,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021684,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021684,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021726,2299 (past_due_1_30),0,2299,0
 INPUT-2 ,2021726,0 (past_due_1_30),0,0,0

 INPUT-1 ,2021804,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021804,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021815,472 (past_due_1_30),0,472,0
 INPUT-2 ,2021815,0 (past_due_1_30),0,0,0

 INPUT-1 ,2021833,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021833,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021931,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021931,ENTRY PRESENT,0,0,0


 INPUT-1 ,2021979,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021979,ENTRY PRESENT,0,0,0

 INPUT-1 ,2021983,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2021983,ENTRY PRESENT,0,0,0

 INPUT-1 ,2022041,515 (past_due_1_30),0,515,0
 INPUT-2 ,2022041,0 (past_due_1_30),0,0,0

 INPUT-1 ,2022054,454 (past_due_1_30),0,454,0
 INPUT-2 ,2022054,0 (past_due_1_30),0,0,0

 INPUT-1 ,2022121,1193 (past_due_1_30),0,1193,0
 INPUT-2 ,2022121,0 (past_due_1_30),0,0,0

 INPUT-1 ,2022152,765 (past_due_1_30),0,765,0
 INPUT-2 ,2022152,0 (past_due_1_30),0,0,0


 INPUT-1 ,2022195,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2022195,ENTRY PRESENT,0,0,0

 INPUT-1 ,2022385,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2022385,ENTRY PRESENT,0,0,0


 INPUT-1 ,2022529,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2022529,ENTRY PRESENT,0,0,0

 INPUT-1 ,2022535,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2022535,ENTRY PRESENT,0,0,0

 INPUT-1 ,2022539,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2022539,ENTRY PRESENT,0,0,0

 INPUT-1 ,2022592,1211 (past_due_1_30),0,1211,0
 INPUT-2 ,2022592,0 (past_due_1_30),0,0,0

 INPUT-1 ,2022634,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2022634,ENTRY PRESENT,0,0,0

 INPUT-1 ,2022681,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2022681,ENTRY PRESENT,0,0,0

 INPUT-1 ,2022837,1424 (past_due_1_30),0,1424,0
 INPUT-2 ,2022837,0 (past_due_1_30),0,0,0

 INPUT-1 ,2022899,2433 (past_due_1_30),0,2433,0
 INPUT-2 ,2022899,0 (past_due_1_30),0,0,0

 INPUT-1 ,2022939,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2022939,ENTRY PRESENT,0,0,0

 INPUT-1 ,2022969,584 (past_due_1_30),0,584,0
 INPUT-2 ,2022969,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023050,1184 (past_due_1_30),0,1184,0
 INPUT-2 ,2023050,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023076,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023076,ENTRY PRESENT,0,0,0

 INPUT-1 ,2023144,556 (past_due_1_30),0,556,0
 INPUT-2 ,2023144,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023169,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023169,ENTRY PRESENT,0,0,0


 INPUT-1 ,2023440,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023440,ENTRY PRESENT,0,0,0

 INPUT-1 ,2023474,909 (past_due_1_30),0,909,0
 INPUT-2 ,2023474,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023479,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023479,ENTRY PRESENT,0,0,0




 INPUT-1 ,2023693,860 (past_due_1_30),0,860,0
 INPUT-2 ,2023693,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023754,668 (past_due_1_30),0,668,0
 INPUT-2 ,2023754,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023767,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023767,ENTRY PRESENT,0,0,0

 INPUT-1 ,2023784,691 (past_due_1_30),0,691,0
 INPUT-2 ,2023784,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023803,905 (past_due_1_30),0,905,0
 INPUT-2 ,2023803,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023814,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023814,ENTRY PRESENT,0,0,0

 INPUT-1 ,2023821,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023821,ENTRY PRESENT,0,0,0

 INPUT-1 ,2023855,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023855,ENTRY PRESENT,0,0,0

 INPUT-1 ,2023862,1482 (past_due_1_30),0,1482,0
 INPUT-2 ,2023862,0 (past_due_1_30),0,0,0

 INPUT-1 ,2023886,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023886,ENTRY PRESENT,0,0,0

 INPUT-1 ,2023963,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2023963,ENTRY PRESENT,0,0,0



 INPUT-1 ,2024035,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024035,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024127,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024127,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024203,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024203,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024231,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024231,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024338,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024338,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024419,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024419,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024503,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024503,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024508,1129 (past_due_1_30),0,1129,0
 INPUT-2 ,2024508,0 (past_due_1_30),0,0,0

 INPUT-1 ,2024553,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024553,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024769,543 (past_due_1_30),0,543,0
 INPUT-2 ,2024769,0 (past_due_1_30),0,0,0

 INPUT-1 ,2024779,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024779,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024791,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024791,ENTRY PRESENT,0,0,0

 INPUT-1 ,2024831,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2024831,ENTRY PRESENT,0,29,0

 INPUT-1 ,2025020,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2025020,ENTRY PRESENT,0,0,0

 INPUT-1 ,2025075,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2025075,ENTRY PRESENT,0,0,0

 INPUT-1 ,2025440,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2025440,ENTRY PRESENT,0,0,0

 INPUT-1 ,2025537,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2025537,ENTRY PRESENT,0,0,0

 INPUT-1 ,2025557,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2025557,ENTRY PRESENT,0,0,0

 INPUT-1 ,2025605,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2025605,ENTRY PRESENT,0,0,0

 INPUT-1 ,2025650,647 (past_due_1_30),0,647,0
 INPUT-2 ,2025650,0 (past_due_1_30),0,0,0

 INPUT-1 ,2025668,513 (past_due_1_30),0,513,0
 INPUT-2 ,2025668,0 (past_due_1_30),0,0,0

 INPUT-1 ,2025685,667 (past_due_1_30),0,667,0
 INPUT-2 ,2025685,0 (past_due_1_30),0,0,0

 INPUT-1 ,2025834,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2025834,ENTRY PRESENT,0,0,0

 INPUT-1 ,2025913,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2025913,ENTRY PRESENT,0,0,0

 INPUT-1 ,2026027,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026027,ENTRY PRESENT,0,0,0


 INPUT-1 ,2026093,1290 (past_due_1_30),0,1290,0
 INPUT-2 ,2026093,1075 (past_due_1_30),0,1075,0

 INPUT-1 ,2026113,583 (past_due_1_30),0,583,0
 INPUT-2 ,2026113,0 (past_due_1_30),0,0,0


 INPUT-1 ,2026207,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026207,ENTRY PRESENT,0,0,0

 INPUT-1 ,2026286,851 (past_due_1_30),0,851,0
 INPUT-2 ,2026286,0 (past_due_1_30),0,0,0

 INPUT-1 ,2026309,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026309,ENTRY PRESENT,0,0,0

 INPUT-1 ,2026462,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026462,ENTRY PRESENT,0,0,0

 INPUT-1 ,2026468,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026468,ENTRY PRESENT,0,1898,0


 INPUT-1 ,2026542,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026542,ENTRY PRESENT,0,0,0

 INPUT-1 ,2026615,1490 (past_due_1_30),0,1490,0
 INPUT-2 ,2026615,0 (past_due_1_30),0,0,0

 INPUT-1 ,2026629,1459 (past_due_1_30),0,1459,0
 INPUT-2 ,2026629,0 (past_due_1_30),0,0,0

 INPUT-1 ,2026683,896 (past_due_1_30),0,896,0
 INPUT-2 ,2026683,0 (past_due_1_30),0,0,0


 INPUT-1 ,2026806,1318 (past_due_1_30),0,1318,0
 INPUT-2 ,2026806,0 (past_due_1_30),0,0,0

 INPUT-1 ,2026847,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026847,ENTRY PRESENT,0,0,0

 INPUT-1 ,2026869,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026869,ENTRY PRESENT,0,0,0

 INPUT-1 ,2026906,975 (past_due_1_30),0,975,0
 INPUT-2 ,2026906,0 (past_due_1_30),0,0,0

 INPUT-1 ,2026921,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026921,ENTRY PRESENT,0,0,0

 INPUT-1 ,2026988,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2026988,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027001,842 (past_due_1_30),0,842,0
 INPUT-2 ,2027001,0 (past_due_1_30),0,0,0

 INPUT-1 ,2027039,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027039,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027048,416 (past_due_1_30),0,416,0
 INPUT-2 ,2027048,0 (past_due_1_30),0,0,0

 INPUT-1 ,2027191,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027191,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027232,440 (past_due_1_30),0,440,0
 INPUT-2 ,2027232,0 (past_due_1_30),0,0,0

 INPUT-1 ,2027288,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027288,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027429,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027429,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027479,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027479,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027564,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027564,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027574,868 (past_due_1_30),0,868,0
 INPUT-2 ,2027574,0 (past_due_1_30),0,0,0

 INPUT-1 ,2027688,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027688,ENTRY PRESENT,0,0,0


 INPUT-1 ,2027735,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027735,ENTRY PRESENT,0,997.5,0

 INPUT-1 ,2027798,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027798,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027815,1273 (past_due_1_30),0,1273,0
 INPUT-2 ,2027815,0 (past_due_1_30),0,0,0

 INPUT-1 ,2027835,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027835,ENTRY PRESENT,0,0,0

 INPUT-1 ,2027901,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2027901,ENTRY PRESENT,0,0,0


 INPUT-1 ,2027942,1809 (past_due_1_30),0,1809,0
 INPUT-2 ,2027942,0 (past_due_1_30),0,0,0

 INPUT-1 ,2027945,1576 (past_due_1_30),0,1576,0
 INPUT-2 ,2027945,0 (past_due_1_30),0,0,0

 INPUT-1 ,2027960,561 (past_due_1_30),0,561,0
 INPUT-2 ,2027960,0 (past_due_1_30),0,0,0

 INPUT-1 ,2028128,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028128,ENTRY PRESENT,0,0,0

 INPUT-1 ,2028145,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028145,ENTRY PRESENT,0,0,0


 INPUT-1 ,2028349,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028349,ENTRY PRESENT,0,0,0

 INPUT-1 ,2028477,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028477,ENTRY PRESENT,0,0,0

 INPUT-1 ,2028515,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028515,ENTRY PRESENT,0,0,0

 INPUT-1 ,2028631,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028631,ENTRY PRESENT,0,0,0

 INPUT-1 ,2028773,3329 (past_due_1_30),0,3329,0
 INPUT-2 ,2028773,0 (past_due_1_30),0,0,0

 INPUT-1 ,2028776,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028776,ENTRY PRESENT,0,0,0

 INPUT-1 ,2028837,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028837,ENTRY PRESENT,0,0,0

 INPUT-1 ,2028875,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2028875,ENTRY PRESENT,0,0,0


 INPUT-1 ,2028936,1028 (past_due_1_30),0,1028,0
 INPUT-2 ,2028936,0 (past_due_1_30),0,0,0

 INPUT-1 ,2029009,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029009,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029027,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029027,ENTRY PRESENT,0,0,0


 INPUT-1 ,2029277,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029277,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029386,1625 (past_due_1_30),0,1625,0
 INPUT-2 ,2029386,0 (past_due_1_30),0,0,0

 INPUT-1 ,2029408,1819 (past_due_1_30),0,1819,0
 INPUT-2 ,2029408,0 (past_due_1_30),0,0,0

 INPUT-1 ,2029435,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029435,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029437,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029437,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029460,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029460,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029495,759 (past_due_1_30),0,759,0
 INPUT-2 ,2029495,0 (past_due_1_30),0,0,0

 INPUT-1 ,2029537,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029537,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029578,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029578,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029603,2707 (past_due_1_30),0,2707,0
 INPUT-2 ,2029603,0 (past_due_1_30),0,0,0

 INPUT-1 ,2029631,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029631,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029651,832 (past_due_1_30),0,832,0
 INPUT-2 ,2029651,0 (past_due_1_30),0,0,0

 INPUT-1 ,2029691,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029691,ENTRY PRESENT,0,0,0

 INPUT-1 ,2029736,867 (past_due_1_30),0,867,0
 INPUT-2 ,2029736,722.5 (past_due_1_30),0,722.5,0

 INPUT-1 ,2029797,1425 (past_due_1_30),0,1425,0
 INPUT-2 ,2029797,0 (past_due_1_30),0,0,0

 INPUT-1 ,2029838,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2029838,ENTRY PRESENT,0,0,0

 INPUT-1 ,2030062,ENTRY PRESENT,0,6,0
 INPUT-2 ,2030062,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,2030091,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2030091,ENTRY PRESENT,0,0,0


 INPUT-1 ,2030210,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2030210,ENTRY PRESENT,0,0,0

 INPUT-1 ,2030220,597 (past_due_1_30),0,597,0
 INPUT-2 ,2030220,0 (past_due_1_30),0,0,0

 INPUT-1 ,2030291,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2030291,ENTRY PRESENT,0,776,0

 INPUT-1 ,2030311,694 (past_due_1_30),0,694,0
 INPUT-2 ,2030311,0 (past_due_1_30),0,0,0

 INPUT-1 ,2030319,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2030319,ENTRY PRESENT,0,0,0

 INPUT-1 ,2030366,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,2030366,ENTRY PRESENT,0,0,0

 INPUT-1 ,2030381,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
