 Input File ,   id   ,    Differences (COLUMN_NAME)    ,past_due_31_90,past_due_1_30,past_due_91_plus
 INPUT-2 ,345697,146 (past_due_91_plus),0,0,146

 INPUT-1 ,346245,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,346245,ENTRY PRESENT,0,0,63

 INPUT-1 ,346727,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,346727,ENTRY PRESENT,0,0,1530.8

 INPUT-1 ,349140,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,349140,ENTRY PRESENT,0,0,32

 INPUT-1 ,349469,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,349469,ENTRY PRESENT,0,0,0




 INPUT-1 ,351307,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,351307,ENTRY PRESENT,0,0,84

 INPUT-1 ,351641,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,351641,ENTRY PRESENT,0,0,1860

 INPUT-1 ,353092,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,353092,ENTRY PRESENT,0,0,75



 INPUT-1 ,354144,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,354144,ENTRY PRESENT,0,0,270.64

 INPUT-1 ,355468,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,355468,ENTRY PRESENT,0,0,452.6

 INPUT-1 ,355543,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,355543,ENTRY PRESENT,0,0,315.25

 INPUT-1 ,356024,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,356024,ENTRY PRESENT,0,0,866.38

 INPUT-1 ,356281,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,356281,ENTRY PRESENT,0,0,1009



 INPUT-1 ,359164,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,359164,ENTRY PRESENT,0,0,169

 INPUT-1 ,360123,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,360123,ENTRY PRESENT,0,0,721

 INPUT-1 ,360565,89.92 (past_due_91_plus),0,0,89.92
 INPUT-2 ,360565,134.08 (past_due_91_plus),0,0,134.08

 INPUT-1 ,360843,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,360843,ENTRY PRESENT,0,0,0.21

 INPUT-1 ,362025,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,362025,ENTRY PRESENT,0,0,32




 INPUT-1 ,363666,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,363666,ENTRY PRESENT,0,0,1073.97

 INPUT-1 ,363741,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,363741,ENTRY PRESENT,0,0,68.8


 INPUT-1 ,364087,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,364087,ENTRY PRESENT,0,0,34


 INPUT-1 ,364247,12.33 (past_due_1_30),0,12.33,0
 INPUT-2 ,364247,37.33 (past_due_1_30),0,37.33,0

 INPUT-1 ,364300,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,364300,ENTRY PRESENT,0,0,218


 INPUT-1 ,366487,ENTRY PRESENT,0,0,193
 INPUT-2 ,366487,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,366564,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,366564,ENTRY PRESENT,0,0,80

 INPUT-1 ,367608,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,367608,ENTRY PRESENT,0,0,131.3

 INPUT-1 ,368669,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,368669,ENTRY PRESENT,0,0,1404

 INPUT-1 ,368707,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,368707,ENTRY PRESENT,0,0,25

 INPUT-1 ,369551,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,369551,ENTRY PRESENT,0,0,1147

 INPUT-1 ,370696,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,370696,ENTRY PRESENT,0,0,7308

 INPUT-1 ,370793,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,370793,ENTRY PRESENT,0,0,1285

 INPUT-1 ,370895,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,370895,ENTRY PRESENT,0,0,217

 INPUT-1 ,371155,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,371155,ENTRY PRESENT,0,0,692



 INPUT-1 ,373810,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,373810,ENTRY PRESENT,0,0,227.5


 INPUT-1 ,374131,ENTRY PRESENT,0,0,360
 INPUT-2 ,374131,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,374553,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,374553,ENTRY PRESENT,0,0,1726


 INPUT-1 ,374888,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,374888,ENTRY PRESENT,0,0,66.75

 INPUT-1 ,375089,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,375089,ENTRY PRESENT,0,0,1157

 INPUT-1 ,375365,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,375365,ENTRY PRESENT,0,0,109

 INPUT-1 ,375507,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,375507,ENTRY PRESENT,0,0,165.5

 INPUT-1 ,375508,130.67 (past_due_91_plus),0,0,130.67
 INPUT-2 ,375508,783.99 (past_due_91_plus),0,0,783.99

 INPUT-1 ,375547,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,375547,ENTRY PRESENT,0,0,605.8


 INPUT-1 ,377291,ENTRY PRESENT,0,0,43.42
 INPUT-2 ,377291,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT


 INPUT-1 ,378028,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,378028,ENTRY PRESENT,0,0,0.04

 INPUT-1 ,378376,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,378376,ENTRY PRESENT,0,0,880


 INPUT-1 ,380835,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,380835,ENTRY PRESENT,0,0,0.04

 INPUT-1 ,380896,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,380896,ENTRY PRESENT,0,0,59.7

 INPUT-1 ,381116,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,381116,ENTRY PRESENT,0,0,185.22

 INPUT-1 ,381286,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,381286,ENTRY PRESENT,0,0,550

 INPUT-1 ,381344,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,381344,ENTRY PRESENT,0,0,142

 INPUT-1 ,381359,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,381359,ENTRY PRESENT,0,0,24.8

 INPUT-1 ,381466,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,381466,ENTRY PRESENT,0,9,3

 INPUT-1 ,381723,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,381723,ENTRY PRESENT,0,0,999

 INPUT-1 ,382280,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,382280,ENTRY PRESENT,0,0,652.75

 INPUT-1 ,382320,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,382320,ENTRY PRESENT,0,0,1810


 INPUT-1 ,383253,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,383253,ENTRY PRESENT,0,0,361.4

 INPUT-1 ,383307,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,383307,ENTRY PRESENT,0,0,0.04

 INPUT-1 ,384374,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,384374,ENTRY PRESENT,0,0,297


 INPUT-1 ,384434,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,384434,ENTRY PRESENT,0,0,79

 INPUT-1 ,384820,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,384820,ENTRY PRESENT,0,0,2711

 INPUT-1 ,385332,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,385332,ENTRY PRESENT,0,0,179.5


 INPUT-1 ,385953,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,385953,ENTRY PRESENT,0,0,31

 INPUT-1 ,387569,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,387569,ENTRY PRESENT,0,0,1257


 INPUT-1 ,387873,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,387873,ENTRY PRESENT,0,0,34

 INPUT-1 ,387961,1134.52 (past_due_31_90),1134.52,0,0
 INPUT-2 ,387961,2817 (past_due_31_90),2817,0,0



 INPUT-1 ,389570,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,389570,ENTRY PRESENT,0,0,740

 INPUT-1 ,389642,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,389642,ENTRY PRESENT,0,0,667


 INPUT-1 ,391044,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,391044,ENTRY PRESENT,0,0,2

 INPUT-1 ,391108,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,391108,ENTRY PRESENT,0,0,48

 INPUT-1 ,391406,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,391406,ENTRY PRESENT,0,0,1635


 INPUT-1 ,393055,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,393055,ENTRY PRESENT,0,0,0

 INPUT-1 ,393170,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,393170,ENTRY PRESENT,0,0,34.7



 INPUT-1 ,394666,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,394666,ENTRY PRESENT,0,0,407


 INPUT-1 ,395008,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,395008,ENTRY PRESENT,0,0,1366.7

 INPUT-1 ,395532,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,395532,ENTRY PRESENT,0,0,0

 INPUT-1 ,395924,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,395924,ENTRY PRESENT,0,0,266

 INPUT-1 ,396043,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,396043,ENTRY PRESENT,0,0,2356

 INPUT-1 ,396188,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,396188,ENTRY PRESENT,0,0,1294

 INPUT-1 ,397619,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,397619,ENTRY PRESENT,0,0,617.22

 INPUT-1 ,397797,ENTRY PRESENT,187.75,0,0
 INPUT-2 ,397797,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT




 INPUT-1 ,399124,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,399124,ENTRY PRESENT,0,0,742

 INPUT-1 ,399298,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,399298,ENTRY PRESENT,0,0,15

 INPUT-1 ,399680,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,399680,ENTRY PRESENT,0,0,426

 INPUT-1 ,399895,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,399895,ENTRY PRESENT,0,0,609

 INPUT-1 ,400342,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,400342,ENTRY PRESENT,0,0,7

 INPUT-1 ,400543,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,400543,ENTRY PRESENT,0,0,2105

 INPUT-1 ,400657,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,400657,ENTRY PRESENT,0,0,2

 INPUT-1 ,400988,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,400988,ENTRY PRESENT,0,0,1367

 INPUT-1 ,401222,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,401222,ENTRY PRESENT,0,0,342.06

 INPUT-1 ,401311,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,401311,ENTRY PRESENT,0,0,17

 INPUT-1 ,401359,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,401359,ENTRY PRESENT,0,0,0.04

 INPUT-1 ,401417,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,401417,ENTRY PRESENT,0,0,226

 INPUT-1 ,401788,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,401788,ENTRY PRESENT,0,0,927

 INPUT-1 ,403146,ENTRY PRESENT,0,476,0
 INPUT-2 ,403146,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,403570,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,403570,ENTRY PRESENT,0,0,4

 INPUT-1 ,403859,383.5 (past_due_91_plus),0,0,383.5
 INPUT-2 ,403859,588 (past_due_91_plus),0,0,588

 INPUT-1 ,404415,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,404415,ENTRY PRESENT,0,0,749.16

 INPUT-1 ,404451,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,404451,ENTRY PRESENT,0,0,718


 INPUT-1 ,407717,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,407717,ENTRY PRESENT,0,0,905.34


 INPUT-1 ,409070,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,409070,ENTRY PRESENT,0,0,1185


 INPUT-1 ,409782,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,409782,ENTRY PRESENT,0,0,39



 INPUT-1 ,412822,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,412822,ENTRY PRESENT,0,0,1618

 INPUT-1 ,414029,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,414029,ENTRY PRESENT,0,0,83


 INPUT-1 ,414132,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,414132,ENTRY PRESENT,0,0,5

 INPUT-1 ,414207,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,414207,ENTRY PRESENT,0,0,29


 INPUT-1 ,414484,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,414484,ENTRY PRESENT,0,0,0.04

 INPUT-1 ,414872,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,414872,ENTRY PRESENT,0,0,42.38

 INPUT-1 ,414918,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,414918,ENTRY PRESENT,0,0,848.6

 INPUT-1 ,414978,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,414978,ENTRY PRESENT,0,0,1604

 INPUT-1 ,415281,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,415281,ENTRY PRESENT,0,0,40

 INPUT-1 ,415972,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,415972,ENTRY PRESENT,0,0,177

 INPUT-1 ,416302,ENTRY PRESENT,0,0,29
 INPUT-2 ,416302,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT

 INPUT-1 ,417120,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,417120,ENTRY PRESENT,0,0,1802

 INPUT-1 ,417546,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,417546,ENTRY PRESENT,0,0,756

 INPUT-1 ,418475,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,418475,ENTRY PRESENT,0,0,888

 INPUT-1 ,418782,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,418782,ENTRY PRESENT,0,0,553

 INPUT-1 ,419134,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,419134,ENTRY PRESENT,0,0,842.4

 INPUT-1 ,419690,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,419690,ENTRY PRESENT,0,0,1

 INPUT-1 ,420323,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,420323,ENTRY PRESENT,0,0,12

 INPUT-1 ,420490,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,420490,ENTRY PRESENT,0,0,1522

 INPUT-1 ,420515,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,420515,ENTRY PRESENT,0,0,1857

 INPUT-1 ,421752,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,421752,ENTRY PRESENT,0,0,0.04






 INPUT-1 ,423316,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,423316,ENTRY PRESENT,0,0,355





 INPUT-1 ,425005,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,425005,ENTRY PRESENT,0,0,1262.25

 INPUT-1 ,425078,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,425078,ENTRY PRESENT,0,0,1153


 INPUT-1 ,425890,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,425890,ENTRY PRESENT,0,0,351

 INPUT-1 ,425913,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,425913,ENTRY PRESENT,0,0,442.5

 INPUT-1 ,426276,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,426276,ENTRY PRESENT,0,0,0.04

 INPUT-1 ,426985,ENTRY PRESENT,0,0,10.5
 INPUT-2 ,426985,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT


 INPUT-1 ,428471,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,428471,ENTRY PRESENT,0,0,646

 INPUT-1 ,428520,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,428520,ENTRY PRESENT,0,0,24

 INPUT-1 ,428934,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,428934,ENTRY PRESENT,0,0,1519


 INPUT-1 ,430255,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,430255,ENTRY PRESENT,0,0,150

 INPUT-1 ,431096,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,431096,ENTRY PRESENT,0,0,208

 INPUT-1 ,431116,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,431116,ENTRY PRESENT,0,0,0.08



 INPUT-1 ,432701,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,432701,ENTRY PRESENT,0,0,1140


 INPUT-1 ,432978,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,432978,ENTRY PRESENT,0,0,1358.3

 INPUT-1 ,433101,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,433101,ENTRY PRESENT,0,0,28

 INPUT-1 ,433639,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
 INPUT-2 ,433639,ENTRY PRESENT,0,0,20

 INPUT-1 ,433947,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT,ENTRY NOT PRESENT
